Thema,Bild,Nummer,Titel,Format,Technik,Jahr,Standort,Preis
WBW,,WBW_038,Gestrüpp,100 x 120 cm,Öl/Lwd.,1996,Ruth Lensing Verden ? ehemals Mutters Bild,
WBW,,WBW_039,Sonnenblumen,160 x 130 cm,Öl/Bw.,2014,Mechtild,1900
WBW,,WBW_040,Großes Sonnenblumenbild,120 x 80 cm,Öl/Bw.,2000,N.L.,
WBW,,WBW_041,Kleines Sonnenblumenbild,80 x 60 cm,Öl/Bw.,,N.L.,
WBW,,WBW_042,Begegnungsversuche,70 x 100 cm,Öl/Papier,1985,,
WBW,,WBW_043,Blättergrün,120 x 100 cm,Misch./Lwd.,1996,,
WBW,,WBW_044,Mohnblume Sommerbild,130 x 95 cm,Öl/Nessel,1988,Privatbesitzer München,
WBW,,WBW_045,Durchbruch I,70 x 80 cm,Eit./Öl/Bw.,2016,missing,550
WBW,,WBW_046,Durchbruch II,80 x 70 cm,Öl/Bw.,2016,Felix,550
WBW,,WBW_047,na,na,na,na,na,
WBW,,WBW_048,na,na,na,na,na,
WBW,,WBW_049,na,na,na,na,na,
WBW,,WBW_050,na,na,na,na,na,
WBW,,WBW_051,na,na,na,na,na,
WBW,,WBW_052,na,na,na,na,na,
WBW,,WBW_053,na,na,na,na,na,
WBW,,WBW_054,na,na,na,na,na,
WBW,,WBW_055,Alles ist im Wandel,42 x 64 cm,Mischtechnik/Lwd.,2000,Borghees,800
WNN,,WNN_000,Warum gibt es etwas und nicht nichts?,180 x 135 cm,Öl/Lwd.,2017,Luzie,1350
WNN,,WNN_001,Universum I,80 x 100 cm,Öl/Lwd.,2015/2016,Luzie,750
WNN,,WNN_002,Universum II,115 x 150 cm,Öl/Bw.,2016,Niklas,950
WNN,,WNN_003,Universum III,85 x 85 cm,Öl/Lwd.,2016,Luzie,500
WNN,,WNN_004,Universum IV,100 x 120 cm,Öl/Lwd.,2017,Luzie,750
WNN,,WNN_005,Universum V,100 x 120 cm,Öl/Lwd.,2017,Luzie,750
WNN,,WNN_006,Universum VI,85 x 85 cm,Öl/Lwd.,2016,,
WNN,,WNN_007,Universum VII,,Öl/Lwd.,2016,,
WNN,,WNN_008,Universum VIII,100 x 120 cm,Öl/Lwd.,2017,Luzie,750
WNN,,WNN_009,Universum/Hubbel,130 x 160 cm,Öl/Lwd.,2018,Luzie,1100
WNN,,WNN_010,Meteorit,100 x 120 cm,Öl/Lwd.,2017,Luzie,950
WNN,,WNN_011,Sternenschleier,100 x 120 cm,Öl/Lwd.,2018,Luzie,850
WNN,,WNN_012,Sternennebel,100 x 120 cm,Öl/Lwd.,2017,Luzie,850
WNN,,WNN_013,Universum IX,130 x 180 cm,Öl/Lwd.,2017,Luzie,1100
WNN,,WNN_014,Universum X,140 x 120 cm,Öl/Lwd.,2017,Luzie,1000
WWW,,WWW_001,"Wasser, Wellen, Wind I",100 x 120 cm,Öl/Lwd.,2002,Luzie,1000
WWW,,WWW_002,"Wasser, Wellen, Wind II",100 x 120 cm,Öl/Lwd.,2002,Luzie,1000
WWW,,WWW_003,"Wasser, Wellen, Wind III",100 x 120 cm,Öl/Lwd.,2002,verkauft,
WWW,,WWW_004,"Wasser, Wellen, Wind IV",100 x 120 cm,Öl/Eit./Lwd.,2002,Luzie,1000
WWW,,WWW_005,"Wasser, Wellen, Wind V",100 x 120 cm,Öl/Lwd.,2002,verkauft,
WWW,,WWW_006,Wasser – Wellen – Wind VI,80 x 100 cm,Öl/Lwd.,2006,Luzie,850
WWW,,WWW_007,Wasser – Wellen – Wind VII,92 x 105 cm,Öl/Lwd.,2011,Agnes Widera,650
WWW,,WWW_008,Wasser-Wellen-Wind VIII,100 x 120 cm,Öl/Lwd,,,
WWW,,WWW_009,Am Ufer,135 x 100 cm,Öl/Lwd,2018,Luzie,950
WWW,,WWW_010,Im giftgrünen Wasser,180 x 70 cm,Öl/Lwd.,2003,Luzie,950
WWW,,WWW_011,Weichende Wasser,160 x 120 cm,Öl/Lwd.,1997,Emmerich,
WWW,,WWW_012,Frosches Freude,175 x 75 cm,Mischt./Lwd.,2004,Borghees,950
WWW,,WWW_013,Meerestief,180 x 70 cm,Öl/Lwd,2001,Diana,950
WWW,,WWW_014,Gischt,180 x 70 cm,Eit./Öl/Lwd.,2001,missing,950
WWW,,WWW_015,Meeresgrund,180 x 70 cm,Öl/Lwd.,2001,Diana,950
WWW,,WWW_016,Versunken im Meerestief,180 x 70 cm,Eit./Öl/Lwd.,2001,Diana,950
WWW,,WWW_017,Feuersbrunst am Meeresgrund (Feuerbann - Lunge),180 x 70 cm,Öl/Lwd.,2006,Luzie,950
WWW,,WWW_018,Lichtbahn (am Meeresgrund) - Lichteinfall,180 x 70 cm,Öl/Lwd.,2005/2006,Mechtild,950
WWW,,WWW_020,Sanft umspielt,200 x 150 cm,Öl/Eit./Lwd.,2007,Luzie,1450
WWW,,WWW_021,Große Woge I,200 x 150 cm,Eit./Öl/Lwd.,2007,Luzie,1450
WWW,,WWW_022,Große Woge II / Stürmische Woge,130 x 160 cm,Öl/Lwd.,2006,,
WWW,,WWW_023,Spreewasser,130 x 160 cm,Eit./Öl/Lwd.,2006/2008,Baumann gisela und wilhelm Vriendshof griether busch bei Rees,
WWW,,WWW_024,Großer Schwimmer,120 x 80 cm,Öl/Lwd.,2010,Felix,1000
WWW,,WWW_025,Kleiner Schwimmer,69 x 54 cm,Öl/Holz,2010,Borghees,400
WWW,,WWW_026,Insel im Pazifik (Japan),120 x 80 cm,Öl/Lwd.,2011,Clara Lensing,800
WWW,,WWW_027,Mini Wasserstrudel,30 x 40 cm,Öl/Lwd.,2011,"Tatjana Becker, Paris",
WWW,,WWW_028,Wellenlandschaft,30 x 40 cm oder 100 x 200,Öl/Lwd.,2011,missing,
WWW,,WWW_029,Wogende Wellen,130 x 180 cm,Öl/Bw.,2011,missing,1350
WDV,,WDV_001,Wider das Vergessen  Jüdischer Friedhof Weißensee 1,85 x 70 cm,Graphit/Nessel,1995-2005,Luzie,400
WDV,,WDV_002,Wider das Vergessen  Jüdischer Friedhof Weißensee 2,85 x 70 cm,Graphit/Nessel,1995-2005,Luzie,400
WDV,,WDV_003,Wider das Vergessen  Jüdischer Friedhof Weißensee 3,85 x 70 cm,Graphit/Nessel,1995-2005,Luzie,400
WDV,,WDV_004,Wider das Vergessen  Jüdischer Friedhof Weißensee 4,85 x 70 cm,Graphit/Nessel,1995-2005,Luzie,400
WDV,,WDV_005,Wider das Vergessen  Jüdischer Friedhof Weißensee 5,85 x 70 cm,Graphit/Nessel,1995-2005,Luzie,400
WDV,,WDV_006,Wider das Vergessen  Jüdischer Friedhof Weißensee 6,85 x 70 cm,Graphit/Nessel,1995-2005,Luzie,400
WDV,,WDV_007,Wider das Vergessen  Jüdischer Friedhof Weißensee 7,85 x 70 cm,Graphit/Nessel,1995-2005,Luzie,400
WDV,,WDV_008,Wider das Vergessen  Jüdischer Friedhof Weißensee 8,85 x 70 cm,Graphit/Nessel,1995-2005,Luzie,400
WDV,,WDV_009,Wider das Vergessen  Jüdischer Friedhof Weißensee 9 (Tucholskys Mutter),85 x 70 cm,Graphit/Nessel,1995-2005,missing,
WDV,,WDV_L_001,Wider das Vergessen  Liesenstraße  Christliche Friedhöfe 1,85 x 70 cm,Graphit/Nessel,1990,Luzie,400
WDV,,WDV_L_002,Wider das Vergessen  Liesenstraße  Christliche Friedhöfe 2,85 x 70 cm,Graphit/Nessel,1990,Luzie,400
WDV,,WDV_L_003,Wider das Vergessen  Liesenstraße  Christliche Friedhöfe 3,85 x 70 cm,Graphit/Nessel,1990,Luzie,400
WDV,,WDV_L_004,Wider das Vergessen  Liesenstraße  Christliche Friedhöfe 4,85 x 70 cm,Graphit/Nessel,1990,Luzie,400
ZUB,,ZUB_001,Licht fällt durch den Regenwald,215 x 145 cm,Mischt./Lwd.,1988/1989,Verkauft,
ZUB,,ZUB_002,Zauber und Bann,215 x 145 cm,Mischt./Lwd.,1988 - 1998,Luzie,1650
ZUB,,ZUB_003,Gebrannte Erde,215 x 145 cm,Mischt./Lwd.,1989/1989,Luzie,1650
ZUB,,ZUB_004,Gottesanbeterin,200 x 150 cm,Eit./Öl/Lwd.,2002,Felix,1650
ZUB,,ZUB_005,Geheime Quelle,80 x 80 cm,Öl/Bw.,2002,,
ZUB,,ZUB_006,Zerfliessende (Schwimmende) Kontinente,200 x 150 cm,Eit./Öl./Lwd.,2002,Luzie,1650
ZUB,,ZUB_007,Herbstwind Diptychon,150 x 240 cm,Öl/Lwd.,1986,Borghees,2250
ZUB,,ZUB_008,Vor dem Sturm,100 x 120 cm,Mischt./Lwd.,2002,Borghees,950
ZUB,,ZUB_009,Glutbaum,160 x 130 cm,Mischt./Lwd.,2003,Borghees,1550
ZUB,,ZUB_010,Turbulenzen am nächtlichen Himmel,130 x 160 cm,Eit./Öl/Lwd.,2005,Luzie,1550
ZUB,,ZUB_011,Blätterschwirren,160 x 130 cm,Eit./Öl/Lwd.,2003,missing,1550
ZUB,,ZUB_012,Wüstenquelle,100 x 120 cm,Mischt./Lwd.,2000,Borghees,900
ZUB,,ZUB_013,Karst (Küste Kroatien),130 x 160 cm,Mischt./Lwd.,2000,Luzie,1550
zub,,zub_(3),na,na,na,na,missing,
LFG,,LFG_052_Collagen,na,na,na,na,missing,
AAA,,AAA_019,na,na,na,na,missing,
WWW,,WWW_030,na,na,na,na,missing,
AAA,,AAATatiana,na,na,na,na,missing,
AAA,,AAADSCN0395,na,na,na,na,missing,
LFG,,LFG_061(1),na,na,na,na,missing,
WBW,,WBW_011_1,na,na,na,na,missing,
ORJ,,ORJ_067,na,na,na,na,missing,
ORJ,,ORJ_072,na,na,na,na,missing,
ORJ,,ORJ_062,na,na,na,na,missing,
ORJ,,ORJ_068,na,na,na,na,missing,
ORJ,,ORJ_063,na,na,na,na,missing,
ORJ,,ORJ_069,na,na,na,na,missing,
ORJ,,ORJ_052,na,na,na,na,missing,
ORJ,,ORJ_065,na,na,na,na,missing,
LFG,,LFG_070,na,na,na,na,missing,
ORJ,,ORJ_064,na,na,na,na,missing,
ORJ,,ORJ_059,na,na,na,na,missing,
WBW,,WBW_007,na,na,na,na,missing,
Zub,,Zub_(2),na,na,na,na,missing,
WWW,,WWW_019,na,na,na,na,missing,
LFG,,LFG_063,na,na,na,na,missing,
ORJ,,ORJ_061,na,na,na,na,missing,
ORJ,,ORJ_060,na,na,na,na,missing,
ORJ,,ORJ_070,na,na,na,na,missing,
LFG,,LFG_066,na,na,na,na,missing,
ORJ,,ORJ_066,na,na,na,na,missing,
ORJ,,ORJ_071,na,na,na,na,missing,
LFG,,LFG_065,na,na,na,na,missing,
ORJ,,ORJ_027_2,na,na,na,na,missing,
